EDO,MPIO,TIPACCID,SEXO,ALIENTO,CINTURON,EDAD,CONDMUERTO,CONDHERIDO,PASAMUERTO,PASAHERIDO,PEATMUERTO,PEATHERIDO,CICLMUERTO,CICLHERIDO,OTROMUERTO,OTROHERIDO,TOTMUERTOS,TOTHERIDOS,CLASE
9,2,1,2,5,9,53,1,0,0,0,0,0,0,0,0,0,1,0,1
9,2,1,2,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,6,9,39,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,35,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,2,6,9,32,0,0,0,0,0,1,0,0,0,0,0,1,2
9,2,1,3,5,7,47,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,63,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,8,18,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,24,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,71,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,9,56,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,6,9,34,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,24,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,25,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,2,5,8,30,0,0,0,0,0,1,0,0,0,0,0,1,2
9,2,1,2,5,7,54,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,9,50,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,49,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,20,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,43,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,2,6,9,23,0,0,0,0,0,2,0,0,0,0,0,2,2
9,2,1,2,5,7,57,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,11,2,5,9,28,0,0,0,0,0,0,0,1,0,0,0,1,2
9,2,2,2,5,7,47,0,0,0,0,1,0,0,0,0,0,1,0,1
9,2,1,2,5,7,36,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,25,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,39,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,27,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,39,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,53,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,33,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,10,2,5,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,2,5,8,33,0,0,0,0,1,0,0,0,0,0,1,0,1
9,2,1,2,5,7,52,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,38,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,52,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,47,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,16,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,2,5,8,30,0,0,0,0,0,1,0,0,0,0,0,1,2
9,2,4,2,5,7,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,52,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,6,9,28,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,56,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,1,6,9,0,0,0,0,0,0,1,0,0,0,0,0,1,2
9,2,1,1,6,9,0,1,0,0,0,0,0,0,0,0,0,1,0,1
9,2,4,2,5,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,38,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,2,6,9,37,0,0,0,0,0,1,0,0,0,0,0,1,2
9,2,1,3,5,7,61,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,28,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,18,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,69,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,8,39,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,27,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,31,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,10,2,5,7,24,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,64,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,8,39,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,61,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,9,42,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,50,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,2,5,9,23,0,0,0,0,1,0,0,0,0,0,1,0,1
9,2,1,3,5,7,55,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,61,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,65,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,28,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,8,48,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,52,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,6,9,40,1,0,0,0,0,0,0,0,0,0,1,0,1
9,2,4,2,6,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,6,9,36,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,8,36,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,11,2,5,8,28,0,0,0,0,0,2,0,1,0,0,0,3,2
9,2,1,3,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,11,3,5,7,36,0,0,0,0,0,0,0,1,0,0,0,1,2
9,2,4,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,7,68,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,2,2,5,7,32,0,0,0,0,0,1,0,0,0,0,0,1,2
9,2,4,2,5,7,48,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,52,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,7,2,5,8,21,0,1,0,1,0,0,0,0,0,0,0,2,2
9,2,2,2,5,8,28,0,0,0,0,0,1,0,0,0,0,0,1,2
9,2,10,2,5,8,49,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,6,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,40,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,8,48,1,0,0,0,0,0,0,0,0,0,1,0,1
9,2,1,3,5,7,35,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,27,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,6,9,40,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,4,2,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,45,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,5,7,49,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,6,9,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,45,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,55,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,37,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,4,2,5,7,21,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,6,9,55,1,0,0,0,0,0,0,0,0,0,1,0,1
9,2,1,2,5,7,28,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,9,31,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,11,2,5,7,48,0,0,0,0,0,0,0,1,0,0,0,1,2
9,2,1,2,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,3,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,9,44,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,6,8,43,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,11,2,5,7,48,0,0,0,0,0,0,0,1,0,0,0,1,2
9,2,1,3,5,7,65,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,43,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,27,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,5,8,27,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,6,9,56,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,48,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,6,9,30,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,6,9,48,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,6,9,68,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,5,7,41,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,4,2,5,7,20,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,4,9,40,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,1,2,5,7,32,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,6,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,9,58,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,3,5,7,39,0,0,0,0,0,0,0,0,0,1,0,1,2
9,2,1,3,5,7,36,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,10,2,6,9,34,0,1,0,0,0,0,0,0,0,0,0,1,2
9,2,4,2,5,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3
9,2,1,2,5,7,55,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,28,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,54,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,28,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,10,2,5,7,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,71,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,1,3,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,2,5,7,23,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,39,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,35,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,47,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,10,2,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,11,3,5,7,68,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,31,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,2,5,7,43,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,83,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,53,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,2,5,7,39,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,78,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,2,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,36,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,10,2,5,7,48,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,3,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,52,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,49,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,3,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,10,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,3,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,6,9,31,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,4,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,6,9,46,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,10,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,10,2,6,9,46,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,1,2,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,6,9,50,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,1,2,6,9,49,0,2,0,0,0,0,0,0,0,0,0,2,2
9,3,1,2,6,9,19,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,1,2,5,7,71,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,6,9,32,0,2,0,0,0,0,0,0,0,0,0,2,2
9,3,1,2,6,9,31,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,10,2,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,26,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,3,5,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,3,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,3,5,7,57,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,3,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,11,2,6,9,20,0,0,0,0,0,0,0,1,0,0,0,1,2
9,3,4,2,5,7,60,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,50,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,2,6,8,20,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,1,2,5,7,39,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,11,2,5,7,33,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,3,5,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,11,2,6,8,30,0,0,0,0,0,0,0,1,0,0,0,1,2
9,3,1,2,5,7,47,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,3,5,7,40,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,5,2,6,8,30,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,1,1,6,9,0,0,1,0,0,0,0,0,0,0,0,0,1,2
9,3,1,2,6,9,30,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,3,5,7,46,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,6,9,60,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,10,2,5,7,67,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,10,2,5,7,59,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,29,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,19,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,4,1,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,36,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,36,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,66,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,19,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,6,9,53,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,42,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,6,9,20,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,11,2,5,7,34,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,35,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,37,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,6,9,18,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,44,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,38,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,24,0,0,0,0,0,0,0,0,0,0,0,0,3
9,3,1,2,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,3
